Density(kg/m3),Tensile_Strength(MPa),Hardness(HB),Thermal_Conductivity(W/mK),Elastic_Modulus(GPa),Class
7618.737631,995.834878,361.358947,337.117018,211.828573,Metal
8901.919382,384.449044,129.298024,368.509494,117.800530,Metal
3348.345825,475.125875,238.190008,168.879361,182.349761,Metal
3087.235744,656.433145,134.854035,291.852932,58.255226,Metal
5445.943533,147.152523,1780.762533,124.376172,234.532700,Ceramic
7569.170469,474.706978,87.321835,385.501697,157.397700,Metal
4081.128591,24.706748,833.468334,53.159419,224.407282,Ceramic
1361.512873,35.778430,48.746900,0.264079,4.966922,Polymer
3460.654090,404.342907,1647.145312,129.086336,480.478631,Ceramic
6644.020637,591.293145,188.910595,277.919511,57.147350,Metal
5803.821478,101.016224,1047.676734,12.198952,292.214325,Ceramic
2372.120131,485.042643,2749.274151,84.467216,485.783227,Ceramic
5805.682081,392.329209,2120.766159,81.451892,288.790135,Ceramic
5646.234967,1111.654112,231.788106,97.133423,185.588778,Metal
1361.007141,81.528748,28.801813,0.418881,0.884932,Polymer
3895.557818,339.935850,1419.984777,45.762142,270.844117,Ceramic
1332.169198,56.480688,25.821362,0.288403,0.116543,Polymer
828.929214,55.071750,16.298753,0.373910,0.767314,Polymer
1276.773930,74.409140,33.148095,0.101451,3.621329,Polymer
4434.123400,1141.826982,73.388134,124.662176,134.709167,Metal
1405.421852,11.474324,43.553743,0.207624,2.086961,Polymer
3278.151889,375.066295,2427.789243,53.971246,262.301513,Ceramic
3789.265938,152.371969,2545.615287,35.241957,388.524235,Ceramic
1174.187652,77.865204,15.325378,0.317141,4.695479,Polymer
809.377778,96.921557,25.876742,0.297365,4.512393,Polymer
2864.669543,276.756181,2075.086743,64.510455,418.248385,Ceramic
3342.291935,489.355159,799.175820,21.052743,294.170624,Ceramic
1264.561839,37.512870,35.481046,0.348384,2.312311,Polymer
830.999368,15.151457,22.181988,0.343722,4.238176,Polymer
3359.524002,779.167684,172.639145,237.153767,57.857429,Metal
2618.949638,367.434840,1317.362226,36.502965,382.012788,Ceramic
3799.853112,21.800409,1098.496508,97.469337,179.081660,Ceramic
4713.028008,277.677869,368.321916,150.594982,213.993308,Metal
4917.701151,454.985326,93.712533,183.155399,85.872142,Metal
5383.606352,410.664654,107.705789,27.370961,183.884871,Metal
8586.080987,432.974323,350.723988,398.069229,213.739275,Metal
3196.106898,409.137289,2549.487209,87.840760,163.380529,Ceramic
1220.903091,54.127490,27.725266,0.377240,0.905530,Polymer
8691.052849,1164.630949,370.226808,296.494553,90.057854,Metal
3736.973068,398.913788,1648.042786,132.398407,203.153191,Ceramic
1014.001624,64.818135,17.787785,0.221720,4.485744,Polymer
3571.140967,1171.934878,181.737112,201.090112,107.384936,Metal
7121.525824,438.123704,363.014496,349.288616,160.090206,Metal
4453.533349,294.250093,2383.537929,34.732768,471.238314,Ceramic
6664.598185,237.897163,214.815108,348.374717,213.371489,Metal
7186.467415,724.386569,53.319318,45.009897,168.830292,Metal
5606.234653,240.189278,357.643395,174.096672,168.068880,Metal
5333.157514,80.427560,1080.417543,23.914668,113.221184,Ceramic
6397.369806,158.356476,316.166128,292.776318,95.633113,Metal
5898.169609,457.937988,2164.801769,23.097964,196.690724,Ceramic
2454.595558,240.855115,2530.939879,60.004291,464.577067,Ceramic
1472.001126,36.184587,29.007316,0.415184,4.396434,Polymer
5891.071820,238.461094,263.631751,104.654200,216.411543,Metal
8902.840631,400.187119,330.394574,82.161884,147.785456,Metal
7921.416712,1159.109900,276.583253,142.755933,120.933571,Metal
7008.007162,966.268290,329.037629,51.319591,109.994987,Metal
2079.516345,101.029149,1521.318141,137.003585,396.701542,Ceramic
7565.920767,542.952447,53.709221,293.487105,74.352422,Metal
6235.220818,873.488108,272.654235,184.283104,193.212568,Metal
8120.324295,809.413329,155.387108,191.611838,133.111388,Metal
4822.659592,172.687467,2112.512672,8.822126,468.430770,Ceramic
974.009011,43.052473,25.142756,0.157443,3.532541,Polymer
1103.007558,95.284637,40.759815,0.207056,2.863104,Polymer
4487.550633,354.317435,251.099006,243.243190,97.120023,Metal
4957.366907,342.497041,2649.328705,118.886493,375.555853,Ceramic
1128.166909,70.921755,17.384320,0.179251,4.139633,Polymer
2394.431975,126.231231,451.203935,72.728882,210.893680,Ceramic
1428.702348,69.525344,3.473208,0.494304,2.127041,Polymer
925.099362,32.846425,24.307002,0.201399,3.175034,Polymer
3740.703234,1000.824987,105.048886,111.856457,108.962927,Metal
850.836039,9.578787,13.178368,0.152828,0.497271,Polymer
1296.091243,39.735564,18.468242,0.313729,2.503308,Polymer
5824.088692,148.051110,2993.933980,8.796760,160.754186,Ceramic
5271.278640,344.049756,2860.388627,59.597269,128.482568,Ceramic
3515.751320,994.313445,349.547825,70.006444,89.536937,Metal
2142.373292,253.430772,1743.868509,88.370999,437.792204,Ceramic
4931.040167,445.244496,2748.888517,53.045182,397.169015,Ceramic
3240.241516,481.279040,2822.161557,146.141868,346.588158,Ceramic
2440.300743,352.163132,2631.635922,47.794785,298.471060,Ceramic
1452.274214,46.063056,12.300091,0.483517,3.166382,Polymer
994.367007,28.372980,42.154882,0.272233,3.730003,Polymer
1396.451892,68.778346,43.757803,0.362853,4.461051,Polymer
2949.786166,83.083185,2672.402083,1.115605,274.327367,Ceramic
829.074880,19.615060,16.405223,0.324951,1.939353,Polymer
4670.578499,221.612917,1558.020714,131.712404,222.428775,Ceramic
4770.921557,222.779940,2773.550151,76.272771,398.065164,Ceramic
3210.477865,186.511973,149.585356,306.637916,174.564808,Metal
4930.718190,307.949944,1662.539681,77.503193,300.334640,Ceramic
1215.727765,8.635166,40.163186,0.458332,3.289089,Polymer
4079.974440,675.302994,192.671122,213.137345,170.312662,Metal
2354.379938,412.304102,1318.374945,63.649148,338.353807,Ceramic
4510.842026,337.202414,1392.704578,148.995886,403.498162,Ceramic
3542.028967,626.496246,233.401892,24.571978,211.371887,Metal
2626.371974,20.853249,2059.628200,83.542387,369.291826,Ceramic
3161.532535,94.082140,902.204108,32.405972,267.989985,Ceramic
1161.035520,74.079415,35.884121,0.111511,2.676667,Polymer
1080.239603,47.127237,44.331089,0.404094,2.928262,Polymer
3484.913412,327.940752,1301.366567,43.324287,319.449884,Ceramic
8296.041913,386.233536,218.282090,234.433488,210.449285,Metal
5848.164046,559.641948,180.400984,349.990980,107.396470,Metal
3156.345636,567.485231,174.013197,37.264849,163.702000,Metal
5284.107220,119.469546,1189.542538,138.993121,135.761930,Ceramic
1238.071763,46.695077,29.839992,0.158620,3.604401,Polymer
1170.479184,96.325861,21.997590,0.403369,1.085362,Polymer
4814.023420,251.413265,1029.080920,101.874025,139.768664,Ceramic
6121.861816,219.091912,323.967660,339.066720,68.314302,Metal
1136.340562,19.601399,42.753582,0.157431,3.330636,Polymer
1062.463961,82.716129,17.513747,0.109510,0.307861,Polymer
6334.050916,134.485776,397.734753,293.570054,163.187357,Metal
6078.649662,329.658937,346.322561,172.555405,127.902100,Metal
5609.017405,440.842002,84.088852,101.530944,84.373641,Metal
3128.393806,272.552918,2408.362206,9.856407,111.963465,Ceramic
956.381142,19.951906,16.053457,0.474735,4.929861,Polymer
8828.778603,405.777665,203.189016,235.892768,213.501564,Metal
8937.402578,554.643529,185.620078,214.554167,134.410229,Metal
869.843265,62.535367,19.502013,0.158109,0.792910,Polymer
4527.345520,46.729661,831.427328,38.221944,151.855711,Ceramic
3147.879870,198.694556,2333.250976,68.289579,439.202756,Ceramic
2737.808804,57.830003,1359.302617,85.015440,117.391958,Ceramic
1446.119415,85.829858,9.134087,0.444823,4.415157,Polymer
848.614813,43.241959,3.128781,0.316906,0.591497,Polymer
1205.380310,51.340680,28.112938,0.408530,2.439853,Polymer
6294.070908,519.779119,117.795330,51.501090,73.890961,Metal
4599.234014,706.820845,334.206331,345.955411,101.466840,Metal
901.323336,80.928249,13.716559,0.322129,1.270289,Polymer
5053.760739,896.605596,135.510729,195.365996,128.544012,Metal
829.086662,94.587084,42.042310,0.448595,4.568731,Polymer
906.749707,69.508796,31.933624,0.424869,4.602032,Polymer
4417.131119,139.297467,1891.758252,1.953766,134.107909,Ceramic
1451.475560,79.855833,43.794519,0.327144,3.726899,Polymer
5258.330839,406.033971,2000.660340,110.312016,438.799563,Ceramic
6775.553852,759.172219,360.936800,295.986819,119.565182,Metal
7550.907264,418.412635,389.087837,103.768891,63.343634,Metal
1328.932949,53.988524,6.432352,0.443146,4.277379,Polymer
4528.328050,1143.655066,169.632108,52.651065,169.658134,Metal
1245.326620,47.268756,29.775073,0.100891,1.572859,Polymer
1052.810935,5.129539,37.497168,0.416954,4.037227,Polymer
3812.941375,162.037851,2525.573357,69.356924,185.072053,Ceramic
873.196525,81.885801,18.330685,0.464170,1.373396,Polymer
8651.378583,267.712808,164.842789,391.152341,151.939396,Metal
3819.975785,148.509945,978.458695,128.819864,474.943639,Ceramic
1232.765817,60.159323,46.134250,0.310105,0.038476,Polymer
2987.728852,71.140459,994.774333,112.421301,499.551557,Ceramic
930.075490,64.856990,48.210118,0.128323,4.170609,Polymer
917.480776,77.112366,23.095094,0.193497,0.345531,Polymer
2795.576321,637.801480,381.783043,111.745637,166.525667,Metal
818.733557,55.712465,20.896273,0.232915,2.046878,Polymer
1025.483414,42.635656,20.036374,0.215448,0.325936,Polymer
8678.791001,540.006280,259.806486,353.189310,114.357074,Metal
6295.208270,670.707909,145.068357,115.883739,61.787185,Metal
1254.741989,43.502313,6.219660,0.495291,4.608339,Polymer
5545.479525,928.842919,205.580524,380.879988,180.087228,Metal
1136.330046,59.541591,16.187174,0.178908,1.025905,Polymer
2147.889061,273.346469,687.684989,132.860105,276.939899,Ceramic
7432.782764,1015.362121,397.445171,125.652158,54.016429,Metal
3072.198101,160.987835,2856.514260,121.712903,233.675038,Ceramic
5410.302917,350.194582,131.652731,271.552190,101.516472,Metal
5146.521154,871.462654,169.855107,377.246811,88.898004,Metal
3920.179688,346.258891,2528.213146,109.307016,244.077239,Ceramic
5505.736319,383.423014,1208.903420,104.515036,334.266635,Ceramic
1238.555413,98.094939,11.507675,0.254367,0.576107,Polymer
3910.490115,419.106427,1011.930898,149.172992,186.582366,Ceramic
4472.350768,570.329112,369.563517,123.757593,134.202688,Metal
5716.377822,114.116539,2340.245511,84.463467,239.598393,Ceramic
8075.847042,1166.723795,135.260465,256.258969,197.178647,Metal
5022.131876,598.558530,82.371071,286.492243,218.475603,Metal
3093.918311,116.363937,723.356713,115.000816,466.964396,Ceramic
8591.966321,573.463201,177.851952,232.501719,67.215585,Metal
5299.026111,242.003617,725.768025,132.244612,148.574061,Ceramic
817.148331,71.261167,29.784949,0.344942,4.673625,Polymer
4209.327639,432.485622,123.019072,245.161256,167.973481,Metal
3160.558109,425.567702,392.013107,265.437512,111.305268,Metal
1411.751726,61.933479,12.629515,0.364565,2.387672,Polymer
2396.225116,279.683087,1427.311278,143.110929,333.276486,Ceramic
1025.507952,62.411991,42.759986,0.121904,0.138791,Polymer
3557.720571,45.726061,524.567168,12.950449,483.368006,Ceramic
4668.889367,379.926043,616.226898,49.678739,129.519833,Ceramic
1209.793876,23.290013,13.638228,0.200951,3.861154,Polymer
5842.755102,253.246575,80.702010,107.775470,57.969393,Metal
4047.975157,334.471311,902.365009,128.200471,366.403767,Ceramic
6224.244707,156.357381,288.139725,381.042483,205.244940,Metal
5410.789591,249.474229,911.269591,139.892994,129.430548,Ceramic
983.679571,16.862549,34.137183,0.477574,2.341695,Polymer
6582.842700,553.961137,365.365644,157.864233,103.891690,Metal
6438.404664,239.089716,75.137593,396.699687,142.981558,Metal
2083.965046,122.394984,612.189172,109.358020,259.054100,Ceramic
1136.484579,10.997398,31.854962,0.489899,1.132255,Polymer
932.708308,29.870852,6.702055,0.351117,3.045602,Polymer
3730.282166,1104.366942,263.321222,45.124692,194.094839,Metal
2597.178477,368.200031,128.864864,239.413966,61.512367,Metal
3982.753827,297.653357,170.151292,319.589707,140.722255,Metal
4540.258372,213.112990,1580.956319,16.153144,252.213722,Ceramic
5497.119936,386.040399,346.000062,235.714777,193.762134,Metal
930.550052,22.575864,31.130136,0.404644,1.305528,Polymer
3113.684468,481.488328,2483.730517,112.301930,271.681839,Ceramic
4168.514294,263.501900,2667.481277,132.685266,129.754204,Ceramic
2890.251405,42.239445,1069.510249,91.144970,307.894898,Ceramic
1149.777503,13.091425,17.363240,0.380992,2.977284,Polymer
7012.637465,948.015768,368.446200,285.468165,78.372908,Metal
5612.909857,770.724815,110.105653,155.405690,66.654721,Metal
1299.267507,30.312431,20.118501,0.194152,0.858128,Polymer
8261.109059,1163.288328,188.344428,28.545185,74.778215,Metal
1007.869703,55.842803,1.328961,0.348996,1.736609,Polymer
6190.530402,638.676459,319.346658,294.163892,214.929128,Metal
2782.261449,418.677602,2939.539281,128.054524,226.338857,Ceramic
6168.112723,807.848622,101.117073,293.528430,95.803499,Metal
845.073422,69.164188,49.394311,0.485270,2.291127,Polymer
1169.394237,19.099677,18.402172,0.483137,2.325822,Polymer
3172.165480,501.244659,244.463845,297.507661,77.262513,Metal
1357.537878,56.588844,18.713194,0.482496,0.179725,Polymer
4797.701363,297.457521,831.933670,38.659174,354.997529,Ceramic
1126.436352,96.347116,42.089463,0.168513,0.570940,Polymer
4731.807641,270.417169,927.079250,26.592960,276.550702,Ceramic
5926.359485,385.998413,1155.580859,52.991421,173.556802,Ceramic
2542.792733,778.901000,345.733832,229.157011,73.413546,Metal
7892.428792,176.290229,288.657440,80.862992,154.222240,Metal
8272.151909,792.153708,164.186499,79.663860,174.332718,Metal
1032.411841,70.020967,1.954725,0.482798,4.427309,Polymer
880.376415,33.839585,27.350542,0.202373,0.661912,Polymer
3623.968410,859.089871,54.502716,178.969802,219.325530,Metal
968.438979,8.637201,37.545289,0.311579,0.034046,Polymer
4678.662189,347.745368,2680.603845,96.321997,178.996554,Ceramic
7744.710791,731.747210,393.213829,311.657625,74.062789,Metal
2120.543476,310.949437,2665.120267,106.710168,188.445413,Ceramic
8349.038039,568.899743,184.927440,232.097681,173.570155,Metal
974.110467,86.522165,13.457718,0.211379,1.278550,Polymer
3558.139119,229.229170,1086.148313,70.181858,112.251054,Ceramic
4385.974129,907.818871,243.311662,57.943904,173.907591,Metal
1085.051753,18.556622,47.323171,0.432054,0.866383,Polymer
890.715748,14.109801,18.574575,0.227140,0.110429,Polymer
7739.348718,776.801238,392.378710,177.966888,174.237341,Metal
2488.676170,421.499485,2241.705539,56.499201,379.252357,Ceramic
2532.636483,400.727997,1836.953646,8.151136,301.285734,Ceramic
8896.689582,812.713804,272.586357,109.304426,206.609758,Metal
5818.587950,428.399981,1195.762522,149.263715,169.742718,Ceramic
8157.379369,318.325025,177.446342,313.203553,64.779735,Metal
5105.173980,412.194248,1230.287375,103.187651,433.929596,Ceramic
7076.808181,707.379613,112.008902,35.343198,64.017525,Metal
5954.907401,120.549113,133.285944,116.796296,213.852960,Metal
4134.587046,402.814736,418.181977,114.125614,288.355139,Ceramic
3727.065714,403.650885,2608.818707,47.115242,460.436580,Ceramic
1494.157983,25.917603,47.906639,0.231391,3.466840,Polymer
1311.586180,61.644441,9.871287,0.230394,3.971389,Polymer
5379.205350,589.409066,259.854529,393.370682,65.004763,Metal
5141.017987,494.930724,2473.450534,34.301452,383.456478,Ceramic
3870.943559,486.351619,1549.594987,38.267004,406.821718,Ceramic
2351.052582,206.746217,1828.679912,146.856992,439.547295,Ceramic
4281.760557,457.550580,501.337302,113.720384,451.277814,Ceramic
8767.694057,299.687474,321.805675,96.538665,170.584384,Metal
4943.746540,108.538642,229.906258,123.471948,123.545903,Metal
2519.618829,263.641906,1902.194468,77.916043,346.971058,Ceramic
1280.801381,92.464764,14.757400,0.461002,3.707558,Polymer
4922.090496,294.677582,2363.263530,72.395492,453.542745,Ceramic
2506.583287,70.463623,2756.543806,49.925611,257.578912,Ceramic
1348.202033,85.651807,11.350940,0.370704,3.745878,Polymer
4706.504504,443.607109,778.387890,55.458773,357.083374,Ceramic
5443.121124,265.808865,1732.576770,16.632095,409.187242,Ceramic
964.396448,59.661137,20.400360,0.197085,3.564586,Polymer
2034.211655,21.954960,1016.751002,88.520442,346.190612,Ceramic
5398.612880,472.466830,2099.030526,45.281147,210.677207,Ceramic
8354.257879,825.392349,354.341907,137.688607,68.754286,Metal
3807.597917,299.134591,2553.681276,111.828784,154.175089,Ceramic
8520.637387,413.290168,131.290853,312.065052,191.158582,Metal
2436.500689,207.679615,2835.375174,110.310254,199.794261,Ceramic
8477.420720,330.227766,263.928366,145.168134,156.534692,Metal
4270.767115,46.011285,2512.174900,105.902372,328.920671,Ceramic
5790.830147,445.648318,227.584100,104.727966,164.228286,Metal
1266.195208,80.749980,4.530125,0.290781,1.560962,Polymer
5963.930139,345.051439,1670.894846,143.331524,184.206364,Ceramic
4608.618965,66.973608,2185.441580,70.429661,482.920621,Ceramic
1444.844108,65.497992,10.471954,0.363036,3.216755,Polymer
1155.502747,25.701641,29.609542,0.159445,1.002909,Polymer
3286.187359,26.553939,2750.893956,61.911234,335.147439,Ceramic
8700.579495,466.333727,318.039638,296.657257,88.115414,Metal
5848.021184,466.254387,2176.779396,59.495605,178.226975,Ceramic
4538.152829,838.068932,165.855095,65.174833,155.921720,Metal
1215.964871,10.094860,7.843051,0.151184,1.353835,Polymer
4398.124745,971.431707,165.408729,32.684334,91.314361,Metal
4892.938910,864.346770,395.343091,35.922626,216.932748,Metal
1087.751288,49.675033,4.608502,0.267239,1.559657,Polymer
5171.867650,290.528385,2478.233765,120.080117,144.462829,Ceramic
1185.708623,28.681746,33.470926,0.137298,3.181641,Polymer
7260.723821,964.265084,344.958610,143.472538,124.391909,Metal
8389.823753,285.745937,102.299506,391.801325,160.348260,Metal
6610.082724,501.145520,153.613865,179.313607,168.145695,Metal
803.059670,29.383640,19.116124,0.424511,1.713745,Polymer
3319.450060,548.678919,296.992478,182.907484,134.952807,Metal
6003.068219,982.211079,159.064704,321.562497,89.454758,Metal
1086.959770,98.685576,29.251359,0.340242,1.329008,Polymer
2141.462595,269.383323,2205.130393,123.896664,260.122957,Ceramic
6794.481429,1001.578841,99.740950,384.758524,201.264637,Metal
3694.321071,854.217106,102.383334,234.408835,113.669206,Metal
2651.864567,214.601775,320.640625,34.107962,159.363548,Metal
2095.027951,366.225015,2886.082881,102.054070,169.057381,Ceramic
1208.813032,24.834586,16.157597,0.113266,2.193390,Polymer
3563.333585,225.955733,113.812533,48.076568,160.339082,Metal
5019.636771,412.590839,1929.232114,95.643772,435.631827,Ceramic
2630.205201,461.535103,2436.311246,91.800639,144.989961,Ceramic
2897.325278,250.584292,815.000075,138.026996,116.849491,Ceramic
1191.457923,89.023753,26.034485,0.360947,2.233468,Polymer
1117.820999,10.143400,15.017524,0.323864,2.465158,Polymer
8279.399625,968.214563,361.732442,374.742288,60.563716,Metal
911.145598,67.722211,41.699145,0.398916,0.148445,Polymer
1497.780256,45.031902,29.269152,0.121206,1.469859,Polymer
5224.060531,653.596374,163.415389,301.447625,96.027795,Metal
7990.176310,558.651566,292.413639,27.391945,122.519782,Metal
3061.077608,94.703118,2031.830670,137.605564,499.729518,Ceramic
1122.722356,48.039614,23.823044,0.200243,2.484194,Polymer
3043.484897,231.929041,2507.205121,105.162138,209.033845,Ceramic
1127.671904,78.666436,3.590030,0.273591,0.728550,Polymer
5750.800557,599.136301,372.447903,227.387235,76.360745,Metal
7671.175252,249.963940,328.827119,75.718498,118.179131,Metal
4829.775055,382.826935,1068.609514,66.194479,100.523923,Ceramic
1144.884120,66.320009,47.133800,0.113310,1.948219,Polymer
4170.994983,25.075744,923.288400,103.806082,485.478051,Ceramic
4486.493483,619.145051,354.480803,338.483208,158.116161,Metal
1207.843314,23.136275,7.037323,0.169680,3.813525,Polymer
1189.651075,39.291553,49.166099,0.368901,1.364884,Polymer
5167.213023,60.675594,1970.218690,146.588513,322.546758,Ceramic
813.804380,46.799247,46.617138,0.147400,0.025850,Polymer
7205.549400,540.424790,355.277911,59.053255,78.993506,Metal
6717.617561,896.984258,69.184931,334.263885,59.896577,Metal
1097.254175,57.057324,19.276515,0.277054,1.908949,Polymer
4592.466829,160.962005,616.417491,9.002577,489.778224,Ceramic
1448.461035,59.211742,1.024685,0.370514,0.273961,Polymer
1188.687148,39.401463,36.599125,0.104728,0.259365,Polymer
4378.889230,620.910893,290.127147,373.510283,89.039400,Metal
2702.500732,59.316027,2973.368837,26.650143,460.488075,Ceramic
8379.036461,969.611448,215.679856,266.400447,164.654613,Metal
8090.621237,467.138997,130.523856,247.675518,104.619488,Metal
5951.056375,379.119725,1061.452801,114.252512,238.619453,Ceramic
6908.308599,777.083104,309.698548,274.200642,78.179795,Metal
1083.124477,15.735551,39.149455,0.184476,1.472769,Polymer
5147.618612,428.377965,641.580718,134.812627,175.061680,Ceramic
7576.348486,773.870840,130.419311,188.772651,122.037279,Metal
4966.234403,390.294264,2185.490295,67.646012,313.429281,Ceramic
5602.038395,388.218792,412.476082,79.998983,237.402017,Ceramic
5233.337992,239.746441,1956.650373,7.917545,245.268036,Ceramic
1306.511141,54.040060,4.863199,0.209148,3.069127,Polymer
3874.352762,1001.436057,168.093218,172.291746,98.151049,Metal
1048.839330,29.271721,17.204350,0.325975,2.896243,Polymer
3687.272762,511.273906,135.220281,75.235710,125.033227,Metal
3131.612859,228.215998,292.016056,41.566424,169.192872,Metal
7004.379866,177.902348,236.981244,175.936219,122.129451,Metal
6100.369571,1195.012214,162.527462,104.501550,78.210622,Metal
1378.726956,44.144739,25.503925,0.183858,4.097297,Polymer
7013.903352,815.917830,292.612990,343.540137,51.413401,Metal
5538.998966,90.942421,2631.907775,40.439887,238.466154,Ceramic
3981.360336,467.565195,422.494939,127.882767,218.602683,Ceramic
5290.543842,268.179993,2699.363992,73.156182,416.673942,Ceramic
4873.046565,87.635033,567.018072,114.045729,212.766306,Ceramic
3021.539170,369.845080,1128.106226,46.452018,101.967947,Ceramic
973.534627,48.288385,6.080989,0.388423,4.595878,Polymer
5946.666592,442.197928,609.570565,65.037231,283.204482,Ceramic
5979.679758,989.539395,170.447988,74.741602,191.470558,Metal
1112.209962,94.560258,21.965018,0.467793,2.601981,Polymer
6332.921847,695.933994,211.358463,198.842109,99.842990,Metal
980.587702,47.932313,15.450638,0.127708,1.402622,Polymer
1227.263664,99.535961,36.380141,0.332498,3.465765,Polymer
1496.304686,92.109226,34.871535,0.485024,2.186122,Polymer
3331.485381,495.702247,2968.465094,87.632600,200.467153,Ceramic
4063.729960,33.063374,798.297140,42.541201,490.981586,Ceramic
1006.224177,62.384068,21.674684,0.415330,1.760374,Polymer
1420.960808,98.212896,21.069886,0.421327,0.697794,Polymer
1445.117080,87.442080,4.043021,0.476757,2.337363,Polymer
4679.371178,377.555511,60.589598,140.107666,89.451150,Metal
3353.577853,243.589961,272.482974,133.813445,92.172883,Metal
1107.994840,69.142791,40.612887,0.465436,3.583057,Polymer
2269.623117,218.651057,2086.620426,43.356053,282.627305,Ceramic
3673.479235,433.557166,2479.481936,16.665836,350.217334,Ceramic
1288.969954,51.696559,42.524361,0.323040,2.451585,Polymer
2189.944294,209.644556,601.693084,104.846216,219.523067,Ceramic
5819.270936,664.959380,181.848143,154.382974,105.437588,Metal
2319.619492,466.444306,829.643105,128.322645,372.264798,Ceramic
897.656879,94.123455,45.828640,0.309325,2.710667,Polymer
2769.773546,1117.858681,341.963388,253.112048,116.319257,Metal
4422.882602,385.366325,856.568107,75.723728,162.527642,Ceramic
4130.462646,157.548068,2696.913653,49.922446,117.782406,Ceramic
954.153503,69.078619,40.910073,0.316158,4.337898,Polymer
7652.350994,930.099186,108.655455,303.401018,206.053909,Metal
1102.813542,41.255352,22.387461,0.217192,3.942487,Polymer
4995.888337,281.667229,754.078465,141.766420,380.969374,Ceramic
2744.610413,89.132069,1603.197908,57.429138,111.624100,Ceramic
804.404518,99.424430,24.672739,0.324415,4.159186,Polymer
3019.958144,917.717601,192.344964,273.018471,88.684518,Metal
1246.408741,37.961080,43.634215,0.402698,4.780669,Polymer
3921.354629,184.219101,1505.735357,29.738795,360.149631,Ceramic
5405.477877,237.399737,2075.223345,115.298414,122.373868,Ceramic
4707.769759,492.098152,254.403938,102.963125,210.058111,Metal
2882.505439,325.293614,2544.776850,26.362076,237.756371,Ceramic
3792.648879,457.567886,1211.648403,25.319334,201.829499,Ceramic
5883.834486,178.912342,1278.152996,136.328029,308.483024,Ceramic
4801.431587,127.007226,1905.002890,68.030356,466.201097,Ceramic
2751.403853,214.687293,195.449164,389.005075,141.364295,Metal
3438.740456,300.215030,2057.842705,129.769806,259.892365,Ceramic
4013.503380,530.071587,325.369782,352.026346,114.619318,Metal
1474.736728,31.461060,33.888957,0.459111,3.735717,Polymer
7349.720433,327.952004,299.086424,256.967877,61.994028,Metal
3133.693920,309.098077,1315.848118,70.321497,375.788714,Ceramic
1261.464823,45.207859,8.922363,0.370956,1.323617,Polymer
1388.213670,69.361471,14.673324,0.163864,1.387443,Polymer
2656.191398,710.674424,163.060833,42.479620,71.891499,Metal
2901.555713,478.503297,1897.393639,5.311442,146.931300,Ceramic
4018.218175,63.736357,2373.937672,22.423332,189.538259,Ceramic
6073.204611,158.675145,361.882383,228.283481,219.695970,Metal
1271.560985,94.931347,18.932791,0.187384,2.296031,Polymer
2790.908644,213.776088,455.057184,95.747304,279.940714,Ceramic
1336.862616,11.733387,16.619736,0.252389,3.048602,Polymer
4892.590761,866.521347,253.478116,361.230098,110.087048,Metal
6194.248782,772.765951,179.798745,159.780930,201.475492,Metal
1253.976800,70.391249,19.949412,0.325258,3.165075,Polymer
4452.356259,501.004862,361.532064,339.139590,202.587003,Metal
6557.726586,1136.265724,291.387582,69.772954,195.050861,Metal
2573.648715,467.853718,2850.250956,134.238791,409.456049,Ceramic
5754.053835,952.326241,76.007068,267.042307,66.367718,Metal
1240.406638,22.572534,15.669101,0.463071,2.467302,Polymer
3278.677766,48.820274,931.724653,118.634306,365.924427,Ceramic
5007.162407,785.257279,141.726973,96.942851,137.191448,Metal
2565.986195,476.514281,890.237404,109.588490,373.280799,Ceramic
1306.446807,13.698382,9.258036,0.496807,4.392706,Polymer
1315.749229,21.422888,10.813476,0.409161,1.183087,Polymer
7662.942660,124.257194,137.680073,86.890426,171.813414,Metal
5604.712934,193.614757,2559.178048,25.550131,291.278081,Ceramic
1197.728166,72.203195,14.833343,0.426920,3.046755,Polymer
895.406832,91.535207,12.596675,0.161545,1.526384,Polymer
1187.581717,61.462629,47.785780,0.412691,1.035653,Polymer
1474.262844,97.852444,13.837320,0.300936,1.847111,Polymer
950.037352,77.878026,31.547225,0.376762,4.464619,Polymer
5204.069797,304.203438,133.725820,331.366895,69.715671,Metal
818.143939,20.715303,5.229307,0.378322,1.035005,Polymer
956.651825,13.765359,30.011088,0.222126,0.191162,Polymer
8680.121876,155.813222,240.762504,220.750886,61.940067,Metal
5179.095767,990.526453,105.224150,64.466542,147.287453,Metal
5475.438493,37.328166,800.607449,100.934471,176.877309,Ceramic
6150.321239,998.304765,122.413996,188.062092,75.772760,Metal
5524.006124,320.496947,1671.545869,148.763480,489.519694,Ceramic
4783.090383,53.218261,1659.058122,2.690432,362.077854,Ceramic
5607.652174,64.276024,699.393904,76.420469,405.091457,Ceramic
1024.741609,87.346739,6.488711,0.388871,3.912973,Polymer
1421.147942,28.656462,47.681584,0.205399,1.852042,Polymer
1145.164912,29.329670,26.442693,0.407979,1.737813,Polymer
3983.725949,186.441171,2228.724900,54.357788,443.865331,Ceramic
3969.608728,1008.060539,314.565924,99.407676,117.043570,Metal
4648.548081,480.646892,1709.954122,12.447569,360.929218,Ceramic
4977.412730,389.203081,1220.188838,133.433112,402.017252,Ceramic
5884.177805,477.971050,2375.199600,86.426336,251.646280,Ceramic
